ID,
Brewery,
Brand,
BeerName,
Type,
Rating,
Alc,
Dispensed,
Date,
Pub,
Awards,
Award,
0
1,
2,
Carlton,
Crown Lager,
1,
3,
4.9,
2,
02/01/2005,
1,
NULL,
0,
NULL
2,
3,
Quilmes,
Cerveza,
1,
2.5,
4.9,
2,
02/01/2005,
1,
NULL,
0,
NULL
3,
2,
Carlton,
Cold,
1,
2.5,
4.9,
2,
03/01/2005,
1,
NULL,
0,
NULL
4,
2,
VB,
Victoria Bitter,
1,
2.5,
4.9,
2,
03/01/2005,
1,
NULL,
0,
NULL
5,
4,
Coopers,
Original Pale Ale,
2,
3,
5.8,
2,
04/01/2005,
1,
NULL,
0,
NULL
6,
4,
Coopers,
Sparkling Ale,
3,
3,
4.9,
2,
04/01/2005,
1,
NULL,
0,
NULL
7,
4,
Coopers,
Best Extra Stout,
4,
3,
4.5,
2,
05/01/2005,
1,
NULL,
0,
NULL
8,
5,
Hahn,
Premium,
1,
3,
5,
2,
05/01/2005,
1,
NULL,
0,
NULL
9,
6,
James Boags,
Premium,
1,
2.5,
5.2,
2,
06/01/2005,
1,
NULL,
0,
NULL
10,
7,
Little Creatures ,
Pale Ale,
2,
2.5,
5,
2,
06/01/2005,
1,
NULL,
0,
NULL
11,
8,
Tooheys,
Extra Dry,
1,
2,
5,
2,
07/01/2005,
1,
NULL,
0,
NULL
12,
8,
Tooheys,
New,
1,
2,
4.6,
2,
07/01/2005,
1,
NULL,
0,
NULL
13,
10,
Adambrau,
Premium,
1,
2,
4.2,
2,
08/01/2005,
1,
NULL,
0,
NULL
14,
9,
Ottakringer,
Gold Fassl Spezial,
1,
2.5,
5.3,
2,
08/01/2005,
1,
NULL,
0,
NULL
15,
11,
Eggenberg,
Urbock 23º,
5,
4,
9.6,
2,
09/01/2005,
1,
NULL,
0,
NULL
16,
11,
Samiclaus,
Bier,
6,
4,
14,
2,
09/01/2005,
1,
NULL,
0,
NULL
17,
11,
Eggenberg,
Hopfen Konig,
7,
3,
5.1,
2,
10/01/2005,
1,
NULL,
0,
NULL
18,
11,
